  cls    ig     type   clase    smass     u         g        r         sfr      Mcoldgas  Mhotgas  Tau    OH       bt    ssfr    
  33     254884   2      IL     9.737    -15.442   -17.238   -18.22    99.0     99.0     8.189    7.976   13.996   0.07    99.0     
  33     254886   2      IL     9.375    -14.396   -16.194   -17.205   99.0     99.0     4.993    7.862   13.996   0.0     99.0     
  33     254887   2      IL     9.378    -15.056   -16.7     -17.596   99.0     99.0     99.0     6.972   13.996   0.993   99.0     
  33     254909   2      IL     9.385    -15.002   -16.679   -17.591   99.0     99.0     7.651    6.999   13.996   0.949   99.0     
  33     254918   2      IL     10.435   -16.341   -18.352   -19.449   99.0     99.0     8.604    0.046   13.996   0.906   99.0     
  33     254949   2      IL     9.455    -14.887   -16.601   -17.55    99.0     8.802    7.217    7.826   10.131   0.162   99.0     
  33     254952   2      IL     9.48     -14.513   -16.352   -17.364   99.0     7.536    6.61     9.685   10.15    0.0     99.0     
  33     254954   2      IL     11.104   -17.98    -19.665   -20.762   -0.178   9.921    8.956    8.218   10.411   0.501   -11.282  
  33     254961   2      IL     9.053    -13.728   -15.456   -16.418   99.0     99.0     6.182    9.415   13.996   0.004   99.0     
  33     254967   2      IL     9.233    -14.154   -15.891   -16.843   99.0     99.0     4.777    0.631   13.996   0.0     99.0     
  33     254988   2      IL     10.31    -18.26    -19.022   -19.619   -0.246   9.22     9.903    0.525   10.141   0.613   -10.556  
  33     254990   2      IL     9.776    -15.237   -17.012   -18.014   99.0     7.954    1.296    0.742   9.984    0.228   99.0     
  33     255003   2      IL     9.534    -16.209   -17.357   -18.055   99.0     8.51     9.233    9.07    9.856    0.589   99.0     
  33     255014   2      IL     10.268   -16.337   -18.159   -19.208   99.0     9.754    7.737    8.697   10.112   0.176   99.0     
  33     255016   2      IL     9.906    -15.155   -17.117   -18.201   99.0     8.71     3.963    9.616   10.203   0.008   99.0     
  33     255025   2      IL     9.069    -13.806   -15.49    -16.424   99.0     99.0     99.0     1.227   13.996   0.0     99.0     
  33     255028   2      IL     9.748    -14.934   -16.799   -17.844   99.0     99.0     6.529    0.445   13.996   0.67    99.0     
  33     255034   2      IL     10.44    -16.815   -18.679   -19.716   99.0     8.745    6.172    8.483   10.278   0.557   99.0     
  33     255053   2      IL     9.72     -15.304   -17.094   -18.078   99.0     9.037    5.734    9.165   10.018   0.0     99.0     
  33     255072   2      IN     9.735    -15.448   -17.241   -18.248   99.0     99.0     9.848    6.383   13.996   0.02    99.0     
  33     255117   2      IN     9.448    -16.285   -17.375   -18.057   99.0     8.24     9.84     6.301   10.015   0.0     99.0     
  33     255128   2      IN     9.286    -14.662   -16.138   -17.039   99.0     8.602    6.911    8.823   9.744    0.889   99.0     
  33     255139   2      IN     9.409    -14.9     -16.58    -17.497   99.0     7.958    99.0     8.793   9.915    1.0     99.0     
  33     255187   2      IN     9.088    -14.163   -15.917   -16.861   99.0     8.288    7.648    6.665   10.165   0.0     99.0     
  33     255198   2      IN     9.333    -14.594   -16.284   -17.229   99.0     99.0     99.0     8.335   13.996   0.984   99.0     
  33     255204   2      IN     9.097    -14.063   -15.743   -16.678   99.0     99.0     99.0     8.393   13.996   0.99    99.0     
  33     255265   2      IN     9.577    -17.747   -18.627   -19.109   -0.421   9.478    9.325    4.161   10.056   0.0     -9.998   
  33     255297   2      IN     9.183    -14.762   -16.29    -17.156   99.0     8.3      9.717    7.245   9.873    0.0     99.0     
  33     255303   2      IN     9.162    -14.274   -15.89    -16.784   99.0     7.651    99.0     0.365   9.413    0.255   99.0     
  33     255321   2      IN     9.127    -16.645   -17.509   -17.97    -0.919   8.979    9.755    4.952   9.797    0.0     -10.046  
  33     255323   2      IN     9.176    -14.736   -16.181   -17.02    99.0     8.811    8.325    8.533   9.734    0.971   99.0     
  33     255333   2      IN     9.133    -14.869   -16.439   -17.266   99.0     8.8      6.323    5.979   9.854    0.0     99.0     
  33     255340   2      IN     9.263    -16.087   -17.27    -17.926   99.0     9.122    8.455    5.315   9.955    0.0     99.0     
  33     255361   2      IN     9.311    -16.497   -17.45    -18.021   99.0     8.504    9.276    6.059   10.089   0.0     99.0     
  33     255365   2      IN     10.307   -16.454   -18.36    -19.411   99.0     9.136    6.94     7.644   10.364   0.944   99.0     
  33     255394   2      IN     9.886    -15.809   -17.626   -18.619   99.0     9.097    8.384    7.634   10.113   1.0     99.0     
  33     255402   2      IN     10.172   -18.395   -19.274   -19.864   -0.064   9.621    9.9      5.462   10.294   0.941   -10.236  
  33     255436   2      IN     9.48     -15.051   -16.799   -17.747   99.0     9.013    7.708    7.416   10.088   0.0     99.0     
  33     255439   2      IN     9.277    -14.345   -16.045   -16.977   99.0     5.342    5.444    0.857   9.653    0.0     99.0     
  33     255445   2      IN     10.728   -16.669   -18.727   -19.915   99.0     99.0     10.744   8.861   13.996   0.499   99.0     
  33     255506   2      BS     9.182    -14.092   -15.812   -16.766   99.0     99.0     4.259    9.556   13.996   0.0     99.0     
  33     255519   2      BS     9.239    -16.633   -17.581   -18.132   -0.97    8.309    9.069    4.072   10.122   0.0     -10.209  
  33     255522   2      IN     9.847    -15.621   -17.475   -18.491   99.0     8.928    5.338    6.943   10.168   0.095   99.0     
  33     255523   2      IN     9.012    -14.936   -16.339   -17.13    99.0     8.715    9.835    5.115   9.699    0.0     99.0     
  33     255534   2      BS     9.775    -15.459   -17.221   -18.2     99.0     99.0     8.68     9.041   13.996   0.874   99.0     
  33     255545   2      BS     9.005    -14.117   -15.71    -16.576   99.0     8.352    7.284    9.436   9.653    0.0     99.0     
  33     255551   2      BS     9.962    -15.148   -17.117   -18.237   99.0     99.0     99.0     9.391   13.996   0.0     99.0     
  33     255604   2      CL     9.069    -14.155   -15.865   -16.793   99.0     8.149    6.046    6.851   10.057   0.0     99.0     
  33     255613   2      BS     9.048    -15.685   -16.732   -17.338   99.0     8.787    8.932    6.177   9.936    0.0     99.0     
  33     255624   2      CL     9.203    -14.68    -16.366   -17.282   99.0     8.128    6.198    5.836   10.052   0.0     99.0     
  33     255635   2      BS     9.223    -14.412   -16.051   -16.95    99.0     8.117    6.383    0.66    9.793    0.0     99.0     
  33     255658   2      BS     9.953    -16.456   -17.875   -18.746   99.0     8.454    9.082    8.917   10.139   0.338   99.0     
  33     255664   2      BS     9.809    -15.837   -17.346   -18.274   99.0     8.92     8.925    8.271   10.053   0.973   99.0     
  33     255689   2      CL     9.145    -13.797   -15.62    -16.626   99.0     7.911    5.75     8.215   10.156   0.0     99.0     
  33     255709   2      BS     9.563    -15.286   -16.758   -17.66    99.0     8.12     9.002    9.951   9.965    0.942   99.0     
  33     255714   2      IN     9.956    -15.129   -17.068   -18.184   99.0     8.87     7.537    9.213   10.252   0.44    99.0     
  33     255725   2      CL     10.049   -16.183   -18.017   -19.025   99.0     99.0     7.062    6.83    13.996   0.071   99.0     
  33     255747   2      BS     9.447    -15.41    -17.061   -17.963   99.0     7.412    99.0     5.213   9.929    0.976   99.0     
  33     255751   2      RI     9.157    -16.298   -17.282   -17.834   -0.966   9.222    9.348    5.079   9.742    0.0     -10.123  
  33     255762   2      IN     9.707    -17.465   -18.359   -18.907   -0.497   9.011    9.653    5.659   10.175   0.638   -10.204  
  33     255769   2      CL     9.062    -14.128   -15.735   -16.623   99.0     7.71     3.665    9.868   9.714    0.0     99.0     
  33     255771   2      CL     9.047    -14.005   -15.658   -16.563   99.0     99.0     99.0     9.475   13.996   0.0     99.0     
  33     255777   2      CL     9.576    -14.87    -16.668   -17.683   99.0     9.061    7.624    7.876   9.985    0.179   99.0     
  33     255778   2      CL     9.059    -14.244   -15.906   -16.81    99.0     99.0     5.661    7.098   13.996   0.0     99.0     
  33     255792   2      CL     9.19     -14.456   -16.122   -17.03    99.0     99.0     8.382    8.061   13.996   0.0     99.0     
  33     255830   2      BS     9.281    -14.353   -16.043   -16.978   99.0     7.517    7.703    0.337   9.707    0.167   99.0     
  33     255833   2      BS     9.005    -13.476   -15.268   -16.262   99.0     99.0     99.0     8.786   13.996   0.0     99.0     
  33     255836   2      IN     9.405    -16.447   -17.427   -18.026   -0.918   8.667    9.711    7.404   9.927    0.0     -10.323  
  33     255846   2      CL     10.037   -16.574   -17.905   -18.78    -0.926   9.059    10.042   8.856   10.062   0.408   -10.963  
  33     255850   2      BS     10.269   -16.765   -18.374   -19.335   99.0     9.055    8.814    9.038   10.146   0.968   99.0     
  33     255865   2      BS     9.563    -15.092   -16.687   -17.64    99.0     8.578    9.01     9.056   9.923    0.0     99.0     
  33     255867   2      CL     9.108    -13.813   -15.602   -16.58    99.0     99.0     99.0     8.716   13.996   0.0     99.0     
  33     255868   2      CL     9.772    -15.921   -17.352   -18.223   99.0     99.0     8.824    0.373   13.996   0.995   99.0     
  33     255889   2      RI     9.037    -14.065   -15.707   -16.608   99.0     7.907    4.598    8.978   9.768    0.0     99.0     
  33     255891   2      RI     10.086   -18.911   -19.754   -20.249   0.233    10.024   10.119   3.617   10.156   0.08    -9.853   
  33     255898   2      IN     9.19     -14.508   -16.173   -17.084   99.0     7.732    99.0     7.085   9.793    0.974   99.0     
  33     255907   2      CL     10.554   -16.18    -18.232   -19.408   99.0     8.734    9.806    0.93    10.117   0.95    99.0     
  33     255919   2      BS     9.955    -15.388   -17.28    -18.366   99.0     99.0     99.0     8.123   13.996   0.339   99.0     
  33     255922   2      BS     9.108    -14.262   -15.885   -16.783   99.0     8.537    8.144    8.804   9.791    0.0     99.0     
  33     255936   2      BS     9.33     -15.207   -16.662   -17.502   99.0     8.499    8.517    7.016   9.879    0.929   99.0     
  33     255955   2      IN     9.285    -14.666   -16.242   -17.143   99.0     8.58     7.396    8.969   9.818    0.763   99.0     
  33     255965   2      IN     9.978    -16.591   -17.964   -18.837   99.0     9.066    9.515    8.136   10.075   0.997   99.0     
  33     255994   2      RI     9.049    -14.004   -15.651   -16.551   99.0     99.0     6.946    0.015   13.996   0.058   99.0     
  33     256001   2      RI     9.987    -15.798   -17.624   -18.629   99.0     8.304    9.298    9.619   10.037   0.886   99.0     
  33     256006   2      RI     9.679    -14.985   -16.759   -17.776   99.0     7.665    8.622    0.008   10.004   0.0     99.0     
  33     256016   2      RI     9.788    -15.87    -17.373   -18.27    99.0     8.392    9.214    9.814   9.774    0.877   99.0     
  33     256022   2      RI     9.561    -14.843   -16.616   -17.591   99.0     99.0     4.819    0.603   13.996   0.046   99.0     
  33     256027   2      RI     9.398    -14.827   -16.415   -17.305   99.0     8.203    7.087    1.698   9.582    0.89    99.0     
  33     256044   2      CL     9.108    -14.347   -16.003   -16.897   99.0     99.0     9.215    7.66    13.996   0.0     99.0     
  33     256060   2      CL     9.691    -15.193   -16.994   -18.0     99.0     99.0     99.0     7.883   13.996   0.998   99.0     
  33     256065   2      CL     9.29     -15.716   -16.986   -17.718   99.0     8.906    9.739    6.022   9.733    0.0     99.0     
  33     256066   2      CL     9.339    -15.931   -17.081   -17.787   99.0     8.628    9.364    6.233   9.908    0.0     99.0     
  33     256067   2      RI     9.286    -17.167   -18.067   -18.546   -0.717   9.019    10.052   3.725   9.868    0.0     -10.003  
  33     256070   2      CL     10.134   -16.485   -18.198   -19.179   99.0     8.615    9.602    7.471   10.12    0.511   99.0     
  33     256072   2      CL     10.209   -16.235   -18.127   -19.19    99.0     99.0     7.933    7.102   13.996   0.516   99.0     
  33     256074   2      CL     9.771    -17.424   -18.5     -19.156   -0.025   9.225    8.226    2.779   10.171   0.0     -9.796   
  33     256086   2      CL     9.578    -15.368   -17.053   -17.975   99.0     99.0     99.0     7.814   13.996   1.0     99.0     
  33     256099   2      CL     10.209   -16.653   -18.242   -19.203   99.0     9.234    8.86     8.855   10.14    0.975   99.0     
  33     256106   2      CL     9.971    -15.848   -17.647   -18.638   99.0     99.0     6.821    9.6     13.996   0.13    99.0     
  33     256120   2      CL     9.191    -14.134   -15.851   -16.794   99.0     7.344    5.753    0.199   9.923    0.0     99.0     
  33     256132   2      CL     9.541    -14.822   -16.59    -17.564   99.0     99.0     3.971    0.377   13.996   0.0     99.0     
  33     256137   2      CL     9.166    -14.782   -16.129   -16.926   99.0     99.0     6.705    0.555   13.996   0.606   99.0     
  33     256147   2      CL     11.093   -17.448   -19.482   -20.67    99.0     9.225    10.849   0.935   9.646    1.0     99.0     
  33     256160   2      CL     9.671    -15.175   -16.974   -17.959   99.0     99.0     6.875    9.079   13.996   0.0     99.0     
